document_id,content
4190,"Barton has also been collaborating with the Sydney-based fashion label Romance was Born since 2006. Del Kathryn Barton is represented in numerous prominent private and public collections, including BHP Billiton, Melbourne; Artbank; the National Gallery of Australia, Canberra and UBS, Sydney."
4191,"Del Kathryn Barton is widely recognised as one of Australia's leading figurative painters of her generation. Barton was awarded The 2008 Archibald Prize for a self-portrait with her children, and was finalist in 2007. The Archibald Prize is Australia's most prestigious portrait painting awards. Born in 1972, Del Kathryn Barton currently lives and works in Sydney. In 1993, she graduated with a Bachelor of Fine Arts from the College of Fine Arts at the University of New South Wales, where she was subsequently employed as a lecturer in drawing."
4192,"Selected Biography. Del Kathryn Barton is widely recognised as one of Australia's leading figurative painters of her generation. Barton was awarded The 2008 Archibald Prize for a self-portrait with her children, and was finalist in 2007. The Archibald Prize is Australia's most prestigious portrait painting awards. Born in 1972, Del Kathryn Barton currently lives and works in Sydney. In 1993, she graduated with a Bachelor of Fine Arts from the College of Fine Arts at the University of New South Wales, where she was subsequently employed as a lecturer in drawing."
4193,"Biography (343 words). Born in 1972, in 2008 Del Kathryn Barton was living and working in Sydney. In 1993, Barton graduated with a Bachelor of Fine Arts from the College of Fine Arts at the University of New South Wales, where she was subsequently employed as a lecturer in drawing."
4194,"Del Kathryn Barton is an Australian artist who was born in 1972. She won the 2008 Archibald Prize for her portaiture You are what is most beautiful about me, a self portrait with Kell and Arella and has since then gained significant attention from the world of art. She is represented by Karen Woodbury Gallery, Melbourne, Australia and Roslyn Oxley9 Gallery, Sydney, Australia."
4195,"The vertebral column (also known as the backbone or the spine), is a column of approximately 33 small bones, called vertebrae. The column runs from the cranium to the apex of the coccyx, on the posterior aspect of the body. It contains and protects the spinal cord. "
4196,"Answer by Oregonia. Confidence votes 39. ANIMALS HAVING BACK BONE OR VERTEBRAL COLUMN R CALLED VERTEBRATES Vertebrates or chordates are classified into 7 classes, which are bony fish, cartilage fish, jawless fish, mammals, amphibians, reptiles, and birds. The way animals are classified as vertebrate or invertebrate, is on, simply, if they have a spine or not! Animals who don't have spines, are invertebrate, and ones that do are … vertebrate."
4197,"The vertebral column is composed of a series of 31 separate bones known as vertebrae. There are seven cervical or neck vertebrae, 12 thoracic vertebrae, and five lumbar vertebrae. The sacrum is composed of five fused vertebrae, and there are two coccygeal vertebrae which are sometimes fused (fig. 1). In the normal adult there are four curvatures in the vertebral column in an anteroposterior plane. These serve to align the head with a vertical line through the pelvis (fig. 2)."
4198,"The centra of the vertebra can be classified based on the fusion of its elements. In aspidospondyly, bones such as the spinous process, the pleurocentrum and the intercentrum are separate ossifications. Fused elements, however, classify a vertebra as having holospondyly. When multiple sacral vertebrae are fused into a single structure, it is called the sacrum. The synsacrum is a similar fused structure found in birds that is composed of the sacral, lumbar, and some of the thoracic and caudal vertebra, as well as the pelvic girdle."
4199,"There are several different types of vertebrae, classified by their position. Cervical vertebrae form the upper part of the spinal column, with two special cervical vertebrae, the atlas and the axis, connecting the spine to the skull. The rib cage, with the lower thoracic vertebrae visible at the bottom. Vertebrae connect to form the back's spinal cord. The tailbone, or coccyx, is the lowest segment of the spinal column. The individual vertebrae protect and support the"
4200,"It is formed from individual bones called vertebrae (singular: vertebra), which houses the spinal canal, a cavity that encloses and protects the spinal cord. There about 50,000 species of animals that have a vertebral column. When multiple sacral vertebrae are fused into a single structure, it is called the sacrum. The synsacrum is a similar fused structure found in birds that is composed of the sacral, lumbar, and some of the thoracic and caudal vertebra, as well as the pelvic girdle."
4201,"It is a superhighway for messages between the brain and the rest of the body. The spinal cord is surrounded for most of its length by the bones (vertebrae) that form the spine. The human spinal cord, part of the central nervous system, is generally around 17 inches long, and extends from the brain to the lower back. Your spinal cord is protected by the vertebral column (also known as the spinal column or backbone). The human spinal column is made up of 33 bones - 7 vertebrae in the cervical region, 12 in the thoracic region, 5 in the lumbar region, 5 in the sacral region and 4 in the coccygeal region. "
